DateTime,ExternalT,ExternalRH,ExternalPw,RoomT,RoomRH,RoomPw,DelPw,Season,RetrofitStatus,HomeID,BuiltType,BuiltYear,Occupants,Income,RoomType,RoomDPT
2016-07-28T22:00:00Z,15.5,86,1.52,23,61,1.71,-0.25,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,15.1
2015-06-26T17:00:00Z,19.8,46,1.06,22.5,46,1.25,-0.24,Non-Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,10.3
2016-02-21T09:00:00Z,11.1,95,1.26,18.5,54,1.16,0.03,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,9.1
2016-02-28T01:00:00Z,2.7,75,0.55,20.6,52,1.28,-0.73,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.6
2016-09-04T06:00:00Z,13.4,92,1.42,20.5,62,1.5,0.09,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13
2016-03-21T13:00:00Z,7.3,70,0.71,18.5,46,0.98,-0.37,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,6.7
2016-02-09T06:00:00Z,1.4,89,0.6,18,42,0.87,-0.39,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,4.9
2015-06-19T19:00:00Z,15.6,95,1.67,21,63,1.57,0.21,Non-Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,13.7
2015-12-26T01:00:00Z,12.3,82,1.17,21.1,52,1.3,-0.2,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.9
2016-07-17T14:00:00Z,22.8,55,1.52,22.1,56,1.5,-0.11,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13
2015-02-28T04:00:00Z,7.9,87,0.93,17,51,0.99,-0.16,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,6.8
2016-09-10T07:00:00Z,11.6,84,1.15,20.6,60,1.46,-0.18,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12.6
2015-02-26T07:00:00Z,6.4,81,0.78,18.5,60,1.28,-0.48,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,10.6
2016-05-23T06:00:00Z,7.6,87,0.9,19.6,50,1.14,-0.39,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8.9
2016-01-17T09:00:00Z,5.1,94,0.82,18.9,50,1.08,-0.4,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8.1
,8.6,82,0.91,20,44,1.03,-0.17,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,7.4
2016-10-25T10:00:00Z,12.4,80,1.15,19,54,1.19,0.13,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,9.5
2016-09-30T03:00:00Z,9.3,83,0.97,20,58,1.34,-0.19,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.4
,9.1,74,0.86,23,46,1.3,-0.56,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.8
2016-06-18T04:00:00Z,7.2,90,0.91,20,53,1.24,-0.4,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.1
2015-03-10T07:00:00Z,2.5,87,0.64,17,47,0.91,-0.35,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,5.6
2016-10-18T13:00:00Z,11.1,72,0.94,19.9,52,1.21,-0.11,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,9.8
2016-06-10T13:00:00Z,18.5,66,1.41,23,57,1.61,-0.33,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,14.1
2016-02-04T15:00:00Z,10.6,94,1.21,18.5,54,1.14,0.02,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8.9
2015-04-05T02:00:00Z,3.8,100,0.8,19,58,1.27,-0.43,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,10.5
2015-09-05T17:00:00Z,14.6,58,0.96,19.5,47,1.07,-0.2,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,7.9
2016-04-04T01:00:00Z,7.1,95,0.96,19.9,54,1.25,-0.33,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.3
2016-04-10T22:00:00Z,7.3,84,0.86,21,49,1.22,-0.31,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10
2015-12-21T12:00:00Z,10,70,0.86,19.2,50,1.12,-0.39,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8.6
2016-10-16T05:00:00Z,11.4,88,1.19,20,60,1.41,-0.01,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12.1
2015-06-03T14:00:00Z,14.2,57,0.92,18,52,1.07,-0.21,Non-Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,8
2015-10-10T04:00:00Z,11.7,98,1.35,20,54,1.26,-0.05,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.4
,4.1,78,0.64,18.8,55,1.18,-0.6,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,9.5
2016-10-17T03:00:00Z,10.6,86,1.11,20.8,56,1.37,-0.1,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.7
2016-03-28T04:00:00Z,1.5,90,0.62,18.6,48,1.03,-0.52,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,7.4
2016-07-09T17:00:00Z,20.6,72,1.74,23.5,65,1.89,-0.17,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,16.6
2016-01-09T16:00:00Z,4.9,93,0.81,20,55,1.29,-0.49,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.7
,10.1,88,1.09,23.8,53,1.57,-0.24,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13.7
2016-08-05T03:00:00Z,11.4,90,1.22,22.2,62,1.66,-0.52,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,14.6
2015-12-19T19:00:00Z,12.1,80,1.13,21.5,62,1.58,-0.42,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13.8
2015-03-26T22:00:00Z,2.8,82,0.61,18.5,47,1,-0.44,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,7
2015-11-08T11:00:00Z,14.6,88,1.47,20.5,61,1.47,-0.09,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12.7
2016-10-19T15:00:00Z,11.8,72,1,20,54,1.26,-0.03,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.4
2016-07-14T06:00:00Z,10.7,91,1.17,20,56,1.31,-0.27,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11
,7.9,93,0.99,20,54,1.26,-0.29,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,10.4
2015-05-11T21:00:00Z,8.8,73,0.83,20,49,1.15,-0.36,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,9
,6,97,0.91,19,52,1.14,-0.26,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,8.9
2016-07-26T08:00:00Z,15.1,86,1.48,21.8,58,1.52,-0.2,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13.3
2016-01-06T16:00:00Z,6.3,82,0.78,20.4,54,1.3,-0.5,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.9
2016-05-02T05:00:00Z,10.3,89,1.11,19,54,1.19,-0.25,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,9.5
2015-10-08T03:00:00Z,8.1,91,0.99,19.5,49,1.11,-0.33,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8.5
2016-04-30T20:00:00Z,8.1,72,0.78,20.8,45,1.11,-0.36,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8.5
2015-02-09T23:00:00Z,3.1,95,0.73,19.5,51,1.16,-0.38,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,9.1
2016-05-16T20:00:00Z,9.8,88,1.06,22,47,1.24,-0.2,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.2
2016-10-24T03:00:00Z,8.9,87,0.99,20.6,53,1.29,-0.08,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.7
2015-04-10T13:00:00Z,13.7,69,1.08,18.5,50,1.06,-0.16,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,7.9
2016-01-19T07:00:00Z,3.9,100,0.81,19,49,1.08,-0.44,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8
2015-12-04T21:00:00Z,10.4,86,1.08,19.5,56,1.26,-0.15,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.4
2015-03-23T20:00:00Z,3.7,81,0.65,17.5,47,0.94,-0.26,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,6.1
2015-12-23T04:00:00Z,4.2,85,0.7,21.2,47,1.18,-0.5,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,9.4
2016-06-20T09:00:00Z,15.2,75,1.29,20.5,64,1.54,-0.35,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13.4
2015-05-05T11:00:00Z,8.7,84,0.94,17.5,55,1.1,-0.22,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,8.4
2016-07-10T22:00:00Z,14.1,92,1.48,22,62,1.65,-0.23,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,14.4
2016-03-31T08:00:00Z,4.4,82,0.69,17.8,46,0.93,-0.42,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,6
2015-06-23T05:00:00Z,7.8,92,0.98,19.8,51,1.17,-0.29,Non-Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,9.3
2016-10-27T19:00:00Z,14.1,80,1.29,21.2,64,1.62,-0.11,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,14.2
2016-03-29T06:00:00Z,3.2,83,0.64,18.5,45,0.96,-0.47,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,6.3
2015-10-03T19:00:00Z,8.8,74,0.84,19.6,48,1.09,-0.32,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8.2
2015-03-01T07:00:00Z,3.6,80,0.63,17.5,51,1.02,-0.43,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,7.2
2016-10-21T00:00:00Z,6.6,98,0.95,20.1,58,1.38,-0.08,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.7
2016-05-03T21:00:00Z,10.2,68,0.85,21,43,1.08,-0.32,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8
2016-04-25T03:00:00Z,6.2,89,0.84,19,45,0.99,-0.31,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,6.8
2016-03-20T16:00:00Z,9.7,61,0.74,19.1,44,0.96,-0.35,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,6.4
,0.7,100,0.64,18,54,1.11,-0.42,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,8.6
2016-09-23T05:00:00Z,8.7,85,0.95,20,55,1.29,-0.18,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.7
2016-04-26T21:00:00Z,2.6,79,0.58,21,41,1.02,-0.49,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,7.2
2016-09-02T21:00:00Z,13.8,74,1.16,21.5,54,1.38,-0.03,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.7
2015-11-28T01:00:00Z,2.3,88,0.63,18,45,0.93,-0.54,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,5.9
2016-06-02T03:00:00Z,8.9,85,0.97,22,49,1.3,-0.4,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.9
2015-09-28T15:00:00Z,15.6,76,1.34,21,55,1.37,-0.07,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.6
2016-01-02T13:00:00Z,10,92,1.14,18.2,56,1.16,-0.17,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,9.2
2015-10-09T02:00:00Z,12,86,1.21,20.5,55,1.33,-0.17,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.2
2016-07-26T16:00:00Z,18.9,77,1.68,22.5,65,1.78,-0.09,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,15.7
2016-07-25T18:00:00Z,14.7,84,1.41,23,57,1.61,-0.22,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,14.1
2015-04-10T05:00:00Z,-0.1,90,0.55,19,49,1.08,-0.7,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,8
2015-03-10T23:00:00Z,5.1,81,0.71,19,49,1.08,-0.28,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,8
2015-04-08T06:00:00Z,4.3,100,0.83,20,49,1.15,-0.51,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,9
2016-01-16T05:00:00Z,0.4,92,0.57,18.6,49,1.05,-0.48,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,7.7
2016-03-18T01:00:00Z,-3,94,0.46,20.2,45,1.07,-0.64,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,7.9
2015-05-26T01:00:00Z,10.2,86,1.07,21,57,1.42,-0.32,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,12.2
2015-06-18T14:00:00Z,16.9,58,1.11,20.5,48,1.15,-0.12,Non-Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,9
2016-03-22T04:00:00Z,6,77,0.72,19.2,48,1.07,-0.43,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8
2015-11-05T14:00:00Z,13.3,92,1.41,21.2,62,1.55,-0.27,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13.6
2016-03-30T12:00:00Z,8.8,63,0.71,19,47,1.03,-0.39,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,7.4
2016-10-08T00:00:00Z,12.9,87,1.3,21,59,1.47,0.03,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12.7
2016-06-26T15:00:00Z,17.2,88,1.74,22,68,1.79,-0.08,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,15.8
2016-04-17T16:00:00Z,9.6,53,0.64,18.6,40,0.86,-0.33,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,4.8
2016-02-08T13:00:00Z,7.7,80,0.84,18.9,47,1.02,-0.27,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,7.3
2016-03-11T16:00:00Z,12.3,68,0.97,20.1,52,1.23,-0.38,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10
2016-01-06T13:00:00Z,6.9,84,0.83,20.1,55,1.3,-0.57,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.8
2016-04-04T04:00:00Z,7.4,96,0.98,19,54,1.19,-0.3,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,9.5
2015-05-27T07:00:00Z,9.1,79,0.91,19.5,50,1.13,-0.21,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,8.8
2015-02-06T19:00:00Z,4.5,89,0.75,19,52,1.14,-0.38,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,8.9
2016-05-21T20:00:00Z,9.8,88,1.06,22.1,52,1.4,-0.48,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12
2016-09-17T07:00:00Z,10.4,90,1.14,20.5,58,1.4,-0.14,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12
2015-03-12T10:00:00Z,9.8,91,1.1,17.5,54,1.08,-0.05,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,8.1
2016-09-24T00:00:00Z,17.1,70,1.37,20.9,58,1.43,0.11,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12.3
2015-06-15T21:00:00Z,16,67,1.22,20.5,54,1.3,-0.05,Non-Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,10.8
2016-08-22T15:00:00Z,19.7,61,1.4,22.4,58,1.56,-0.01,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13.6
2016-03-17T03:00:00Z,5.3,83,0.74,19.4,48,1.08,-0.41,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8.1
2016-10-25T14:00:00Z,13,84,1.25,20.4,62,1.49,0.03,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12.9
2016-02-27T23:00:00Z,2.9,68,0.51,21,54,1.35,-0.79,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.4
2015-02-22T18:00:00Z,7.6,80,0.84,18,58,1.2,-0.31,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,9.6
2015-09-21T12:00:00Z,14.2,76,1.23,19.5,56,1.28,-0.19,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.6
2015-03-28T17:00:00Z,9.6,82,0.98,18,56,1.16,-0.24,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,9.1
2016-08-05T15:00:00Z,19.2,57,1.27,22.5,54,1.47,-0.28,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12.7
2016-02-20T12:00:00Z,7,96,0.97,18.4,49,1.04,-0.25,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,7.5
2016-05-31T21:00:00Z,13.2,78,1.19,22.6,49,1.35,-0.3,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.4
2016-04-06T10:00:00Z,7.1,64,0.65,18.5,46,0.97,-0.38,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,6.6
2016-02-23T17:00:00Z,3.9,72,0.58,19.6,45,1.03,-0.58,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,7.4
2015-10-28T05:00:00Z,10,97,1.19,19.5,57,1.29,-0.3,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.7
,4.8,86,0.74,21.8,47,1.23,-0.47,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10
2016-05-08T19:00:00Z,15.3,68,1.18,21.9,54,1.42,-0.27,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12.2
2015-09-23T20:00:00Z,11.9,70,0.99,20.6,50,1.22,-0.36,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,9.8
2016-01-20T13:00:00Z,5.9,68,0.63,20,47,1.09,-0.58,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8.3
2015-06-13T03:00:00Z,10,90,1.1,19.5,52,1.18,-0.19,Non-Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,9.4
2016-08-05T02:00:00Z,12.3,90,1.28,22.5,62,1.69,-0.49,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,14.9
2015-03-14T06:00:00Z,4.6,93,0.79,17.5,50,1,-0.15,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,7
2016-02-03T17:00:00Z,5.6,71,0.65,18.9,46,1,-0.42,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,6.9
2015-03-06T02:00:00Z,8.2,68,0.74,17,51,0.99,-0.32,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,6.8
,10.1,81,1.01,21.4,54,1.37,-0.42,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.7
2016-01-29T03:00:00Z,10.9,75,0.97,19.4,51,1.15,-0.25,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,9
2015-12-19T04:00:00Z,14.5,86,1.42,20.6,62,1.51,-0.23,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13.2
2016-03-14T02:00:00Z,2.5,95,0.7,23,46,1.28,-0.7,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.6
2016-10-25T21:00:00Z,11.7,90,1.24,21.4,59,1.5,-0.03,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13
2015-02-11T21:00:00Z,4.3,87,0.72,20.5,51,1.23,-0.48,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,10
2016-03-16T17:00:00Z,7.3,83,0.85,19,49,1.08,-0.23,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8
2015-03-24T07:00:00Z,0.6,94,0.6,17,47,0.91,-0.26,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,5.6
2016-09-23T04:00:00Z,9.4,83,0.98,20,55,1.29,-0.16,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.7
2015-06-04T20:00:00Z,10.8,87,1.13,20,53,1.24,-0.13,Non-Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,10.1
2016-03-10T21:00:00Z,6.7,80,0.79,21.2,52,1.33,-0.53,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.1
2015-12-04T02:00:00Z,6.2,88,0.84,19,52,1.14,-0.38,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8.9
2016-02-25T13:00:00Z,4,72,0.58,18,46,0.95,-0.48,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,6.2
2016-01-21T07:00:00Z,7.2,94,0.96,18.9,47,1.02,-0.32,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,7.3
2016-07-09T09:00:00Z,17,92,1.78,21.5,61,1.56,0.1,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13.7
2016-05-07T00:00:00Z,8,76,0.81,22,46,1.2,-0.42,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,9.7
2015-11-06T08:00:00Z,12.9,88,1.31,20.5,59,1.43,-0.38,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12.3
2016-10-25T09:00:00Z,11.7,82,1.12,19,54,1.19,0.11,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,9.5
2015-10-05T18:00:00Z,15.1,92,1.58,22.4,64,1.74,-0.11,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,15.4
2015-05-14T00:00:00Z,6.7,93,0.91,23.5,47,1.36,-0.33,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,11.5
2016-02-16T16:00:00Z,8.3,86,0.94,19,50,1.1,-0.3,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8.3
2015-02-23T23:00:00Z,3.6,86,0.68,18,45,0.93,-0.27,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,5.9
2015-06-06T00:00:00Z,8.2,74,0.81,20.2,44,1.05,-0.28,Non-Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,7.6
2016-09-08T18:00:00Z,14.5,91,1.5,22.8,62,1.72,0.06,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,15.1
2016-04-16T07:00:00Z,2.4,80,0.58,19,42,0.93,-0.54,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,6
2016-07-21T20:00:00Z,17.8,76,1.55,25,54,1.71,-0.19,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,15
2016-10-23T02:00:00Z,8.2,82,0.89,21.9,56,1.46,-0.23,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12.6
2016-02-29T05:00:00Z,4,62,0.51,18.5,46,0.98,-0.63,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,6.7
2016-10-15T21:00:00Z,10.1,91,1.12,21.6,57,1.48,-0.09,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12.8
,12.3,87,1.24,21.5,60,1.54,-0.38,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13.4
2015-12-16T19:00:00Z,11.7,92,1.26,21,64,1.6,-0.34,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,14
2015-03-12T23:00:00Z,4.8,87,0.75,20.5,53,1.28,-0.51,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,10.6
2016-05-22T00:00:00Z,8.4,86,0.95,23,54,1.52,-0.59,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13.2
2015-02-18T15:00:00Z,11.6,73,1,17,55,1.07,-0.14,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,7.9
2015-10-29T09:00:00Z,9.4,84,0.99,20.1,55,1.29,-0.46,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10.7
2015-12-25T20:00:00Z,11.2,94,1.24,21.5,54,1.39,-0.14,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.9
2015-12-17T14:00:00Z,12.9,78,1.16,20.4,63,1.51,-0.42,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13.2
2015-09-30T10:00:00Z,14.2,83,1.34,20,58,1.36,-0.14,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.5
2016-06-16T01:00:00Z,9.9,94,1.16,22,57,1.51,-0.46,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13.1
2016-09-23T18:00:00Z,14.9,68,1.14,20.1,57,1.34,0,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.3
2015-11-11T03:00:00Z,13.9,90,1.44,19.5,64,1.45,-0.13,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12.5
2016-01-01T17:00:00Z,8.1,91,0.99,19.2,51,1.14,-0.23,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,8.9
2016-09-24T07:00:00Z,17.6,68,1.37,20.1,61,1.44,0.07,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,12.4
,5.3,75,0.67,19,45,0.99,-0.31,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,6.8
2015-04-12T11:00:00Z,5.1,90,0.79,16.5,49,0.92,-0.24,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,5.7
2016-08-21T11:00:00Z,16.4,69,1.28,21.6,60,1.54,-0.07,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13.4
2015-03-28T04:00:00Z,10.9,89,1.16,17,58,1.12,0,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,8.7
2016-04-22T20:00:00Z,5.6,75,0.68,20,42,0.97,-0.34,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,6.5
2015-04-30T17:00:00Z,9.7,62,0.75,18,48,0.99,-0.31,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,6.8
2016-03-03T19:00:00Z,3.8,84,0.68,20,51,1.19,-0.54,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,9.6
2015-05-22T12:00:00Z,17,77,1.49,19,63,1.38,0.06,Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,11.8
2016-05-01T19:00:00Z,15.4,72,1.26,19.5,58,1.32,-0.1,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.1
2016-05-09T09:00:00Z,15,64,1.1,21.5,53,1.36,-0.38,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,11.5
2015-12-05T17:00:00Z,12.2,82,1.17,18.1,59,1.23,-0.08,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,10
2015-06-28T05:00:00Z,15.4,86,1.5,21,58,1.44,-0.02,Non-Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,12.4
2016-01-09T09:00:00Z,4.2,96,0.79,18.5,49,1.04,-0.39,Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,7.6
2015-06-21T07:00:00Z,11.8,77,1.07,20.5,52,1.25,-0.25,Non-Heating,Pre Retrofit,H13,ET,2000,5,22256,Living Room,10.3
2016-09-05T05:00:00Z,15,92,1.58,21.1,63,1.58,0.18,Non-Heating,Post Retrofit,H13,ET,2000,5,22256,Living Room,13.8
